ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
2832,39648,36053,36466,30075,80433,60950
2833,33365,33462,0,0,35729,76181
2835,60086,0,29835,38598,65804,83728
2836,50145,0,0,0,0,0
2837,44896,0,26750,41250,46098,85556
2838,35481,29539,32933,30670,82891,43750
2839,34444,23231,52250,31602,0,67609
2840,40569,18036,27374,31161,50107,63892
2841,57784,0,0,67500,47415,69940
2842,41404,27750,34053,32324,52109,72365
2852,50072,20363,33837,39513,59922,78220
2857,48329,41250,31557,45821,60323,61131
2858,42167,0,0,51813,0,0
2859,41167,26645,41847,40346,42782,71442
2860,30984,21572,30214,29674,38843,61319
2861,34708,23057,30769,34329,48724,67727
2863,22303,21210,22554,21506,35833,40735
2864,47548,24247,38048,43772,65632,75605
2865,51536,24800,31005,41214,66700,73854
2871,52292,53295,32463,41282,59137,86615
2872,0,0,51750,0,0,0
2873,71635,0,41300,71106,0,0
2874,59454,37422,32067,37101,65827,85300
2875,72759,0,0,74967,26570,0
2876,33142,0,0,14830,0,0
2878,42997,16133,33685,40828,60313,80179
2879,46434,17306,30246,35841,52847,71203
2881,63049,0,0,38056,65655,72969
2882,50129,22232,29375,35904,51513,79853
2885,36688,19099,26650,34040,47406,66019
2886,46977,31205,33591,42219,56985,64664
2888,41023,32835,33622,39887,59643,59167
2889,41113,27629,38214,37013,52494,60066
2891,41539,26042,32164,37337,51768,74453
2892,41828,19491,35764,44554,53555,62250
2893,36985,20321,28998,39460,44394,67094
2894,0,0,33250,0,56188,0
2895,35215,22145,31264,35979,52464,61140
2896,49631,27083,35174,44477,70805,74753
2898,50267,32826,52122,44688,52305,0
2903,35781,19946,26802,27667,31005,67420
2904,36420,24482,31040,34090,47453,54342
2905,30635,20904,21787,27413,39647,66074
2906,48799,21719,32357,24231,43075,62378
2907,21731,18095,18185,23285,33980,56638
2908,33093,21380,26522,33014,40427,60492
2909,27816,24864,29426,25559,37302,50655
2910,39609,24675,35752,35823,49375,60690
2911,41218,24746,35653,37113,47982,67404
2912,28906,0,0,0,0,0
2914,35626,30402,32047,35900,48942,54219
2915,40651,35391,35252,35264,51615,60469
2916,50224,27083,36202,39803,56771,70429
2917,50411,27292,36875,45139,57772,79395
2919,41478,29093,36443,40784,52500,66017
2920,38737,14650,31352,36487,48319,66667
2921,54671,19006,40653,48321,71581,78529
3031,59826,0,37083,45667,67699,80392
3032,54766,0,41208,46563,70787,69250
3033,60393,78393,43094,55000,64395,81953
3034,46854,0,37097,45870,86250,74141
3036,58060,8393,46932,50156,77875,76597
3037,45957,33000,38690,39754,51333,68050
3038,41694,27375,36353,37347,54932,62353
3042,48003,29583,30511,45750,63190,71833
3043,42727,0,32563,43036,52857,62813
3044,51568,22096,37472,42181,67750,66987
3045,47311,45417,44090,41772,51493,68089
3046,50462,0,37321,41310,55455,77115
3047,40417,27813,32500,40938,68333,36250
3048,42332,35417,36081,46652,57143,61071
3049,65167,0,27063,61125,56711,120691
3051,50720,36458,38867,48693,59805,79500
3052,55641,62961,41914,52367,60121,71250
3053,52057,31473,40645,42500,67841,72446
3054,51590,30833,38697,45621,63963,83125
3055,41826,35616,34368,35448,52446,65667
3057,47857,0,31012,50227,56250,90865
3060,35578,25288,29561,38359,50570,54310
3062,53176,50050,33300,44906,62320,89333
3063,41925,27965,34383,39692,52253,80583
3064,35673,15896,27435,31235,56680,55469
3070,53169,26518,42926,51136,65724,67670
3071,49503,44886,47068,53750,51953,40329
3076,53197,23371,44982,52305,70192,80846
3077,41329,30066,40349,41166,48835,50417
3079,47935,31692,40792,46157,58872,78167
3082,51161,41964,40972,45833,56058,80417
3084,41625,24167,31100,31964,52885,48333
3086,40667,33750,33703,41912,66750,47222
3087,62542,0,44526,51645,70144,96815
3101,34331,0,23194,24922,52125,86667
3102,35080,29059,28859,35101,43622,48635
3103,33501,23803,29405,34893,46769,53291
3104,40908,24123,35938,37180,46808,64853
3106,46696,44167,32659,45221,55583,68000
3109,50257,41597,37375,41803,56681,72266
3110,69213,100179,37048,50309,79561,101579
3215,0,0,0,31250,0,0
3216,40164,0,32399,41250,41298,49185
3217,30373,0,36250,25450,29423,41111
3218,35083,0,40950,27361,0,0
3220,36399,30390,32070,42250,48021,50167
3221,36766,16563,31570,34615,45938,52143
3222,35180,34038,31298,32813,45781,49306
3223,36788,0,24214,36133,44936,70761
3224,42315,38750,33333,46063,40000,56750
3225,40106,30993,34271,40198,40994,51111
3226,39708,0,28750,37589,41806,70250
3227,33942,0,30521,0,43125,52639
3229,46601,0,35458,44936,50221,60673
3230,37041,38750,35655,38323,32188,22656
3231,0,0,0,"25,000",61477,0
3233,92222,0,0,0,0,0
3234,45510,50278,38929,38631,55921,51557
3235,36087,22721,30193,40086,46875,52031
3237,38644,0,31830,39545,42500,65250
3238,20556,0,0,19444,0,0
3240,36129,25500,33646,37639,43194,56250
3241,32167,20714,24643,27292,45833,37500
3242,42373,0,33857,31599,61458,61901
3243,36068,41875,31917,36250,49583,0
3244,42737,31189,36705,40409,50046,65873
3245,32423,0,26979,31458,31838,70208
3246,34730,21298,30307,32194,44500,80125
3249,37163,27981,27929,33697,47171,74847
3251,28232,28542,24375,28750,26429,80833
3253,36049,19861,28977,26714,46320,74592
3254,41592,61875,37298,34844,45288,50144
3255,50247,40568,37361,38462,61477,57500
3256,41349,36250,35313,40781,40402,58542
3257,47552,21750,25500,44125,47344,56679
3258,46932,0,40844,45781,51442,77841
3259,37692,0,36563,0,40882,70833
3260,43611,0,50625,36250,57500,48472
3261,40884,35870,30217,36075,70365,62216
3262,31836,0,24671,39375,26293,58375
3263,35614,40061,34297,32226,35976,65263
3264,43577,0,23750,40144,47422,64420
3266,32020,26250,30610,31111,38603,61250
3268,40660,41667,36326,41058,42813,78958
3269,38261,26875,31406,32432,42330,62258
3273,54722,0,0,0,0,61563
3275,41760,33382,35934,38713,53431,73594
3276,34992,25500,29928,35986,41953,63359
3278,38235,31429,16615,40333,48309,65865
3279,31550,28750,31641,27266,35250,40833
3280,51813,27778,29375,61172,46528,86250
3281,50080,29427,42483,48244,62941,47292
3282,35662,41250,31375,30417,51406,41750
3284,37917,42143,38125,41042,31324,52813
3285,35868,24833,27540,35369,40640,48793
3287,43988,52813,23798,43657,53750,64464
3290,47041,0,40571,43081,57063,65739
3291,0,0,0,0,0,0
3293,24773,0,0,0,0,0
3301,40358,30933,30786,36503,43674,64527
3303,40222,30357,36368,37026,46455,60268
3304,54367,0,46579,33281,56300,75737
3307,36700,60982,30980,32139,39980,81977
3431,37125,18813,35341,34766,39728,57374
3440,38125,35000,35461,36250,40069,67500
3441,36192,0,33594,62904,0,0
3442,39091,0,36719,40446,38864,53214
3443,34321,0,18459,32935,0,106250
3444,35938,36429,31346,37083,36250,51364
3445,35833,0,35096,41250,34844,70000
3446,30871,26656,23985,33433,35556,51563
3447,31792,30968,28750,29844,51806,59375
3448,35179,28000,29219,41667,36250,69375
3449,37400,0,52000,30000,32500,51103
3450,32090,61250,30074,32366,31875,43676
3451,34481,30924,36310,30865,31719,60078
3452,36587,30955,36421,33929,43950,42900
3455,38352,0,30956,32000,43077,0
3456,37857,30208,35156,42813,38750,75250
3457,29583,41875,28125,20469,34219,45000
3458,41402,0,30705,30673,51215,60750
3461,40056,38906,43000,30708,40733,56750
3462,52117,0,37262,67875,0,0
3464,42557,0,35625,41384,61181,53056
3465,35104,20820,30959,39632,39125,50043
3466,41175,0,39223,0,55526,66181
3467,42473,45833,32273,34063,44792,71583
3470,30579,19760,27917,32027,50313,39722
3561,30168,0,25351,31423,33885,60417
3570,30500,15491,26897,33727,37365,0
3574,31250,0,25313,25764,40417,43380
3575,0,0,0,0,0,0
3576,28186,27813,24542,28542,35000,41023
3579,25625,20833,24286,34464,68500,20357
3580,39688,0,32500,40417,41538,43333
3581,35635,0,27295,37424,45817,47059
3582,24340,20476,21838,27778,19963,53750
3583,30729,41250,31389,28906,27266,35000
3584,30977,21844,25865,29276,37386,56875
3585,31681,21500,28125,30938,52083,57083
3586,46912,0,21071,46058,52917,67500
3588,32757,17143,32031,29167,39904,64375
3590,21974,0,20900,25735,43125,43125
3592,26988,19643,25893,27202,36250,0
3593,30577,26875,18542,45625,35833,40938
3595,35357,0,26964,36339,38125,0
3597,30242,0,31375,30568,0,0
3598,28616,28333,25556,29375,45089,0
3601,30982,18571,28472,37321,31875,71250
3602,36540,23750,35847,32625,41544,52167
3603,33587,31157,31512,34700,36815,67596
3604,51318,0,0,72614,0,0
3605,40709,0,35694,41818,47083,55893
3607,35278,0,34844,33750,0,42188
3608,42372,0,47679,41287,36638,53882
3609,36917,17422,35875,33000,59514,0
3740,31648,0,27083,30625,34250,0
3741,39265,30284,37948,39554,50852,58750
3743,34015,31250,31421,36596,40260,52375
3745,42250,0,41316,40391,41833,71000
3746,60333,0,42500,54583,67917,61607
3748,44954,0,30333,38942,53793,91453
3750,71042,0,31667,0,61591,120667
3751,30486,0,26157,43750,0,0
3752,34022,21667,32000,33438,41250,47143
3753,50167,0,25375,41875,51399,61975
3754,0,0,0,0,0,0
3755,52717,0,32813,35741,45625,86193
3765,30000,0,48111,0,35268,0
3766,44621,14798,26654,36806,51469,66379
3768,53542,91964,43977,48523,47813,86042
3770,46750,0,31250,49167,47202,0
3771,35703,25000,21944,43906,47188,31250
3773,40591,30875,37897,38906,56172,51923
3774,31782,23235,31009,26452,38438,68696
3777,47422,23750,34583,48750,53929,62885
3779,35813,27679,30750,34375,38750,55156
3780,34375,0,28375,58472,33438,0
3781,49816,38403,36184,44762,52500,72273
3782,38608,0,31203,40927,36221,63875
3784,40313,0,40795,24615,26827,62958
3785,30625,19205,30491,30078,0,75139
3801,45793,21898,28700,40145,51016,67090
3809,41059,36111,31051,44811,60556,53977
3810,35238,0,34904,35387,0,0
3811,47790,0,31621,39044,79821,70655
3812,18872,0,18844,19447,0,21793
3813,34097,31111,24250,41563,32180,38750
3814,40488,0,31597,57705,50161,46250
3816,31991,11563,27266,27788,41397,60865
3817,64452,0,0,0,0,0
3818,34839,45260,29500,36769,31773,80500
3819,48776,45583,46204,43869,51429,83750
3820,38807,25417,26843,36609,47143,56051
3823,55398,32875,41875,40469,71875,72917
3824,55809,0,35341,46098,51308,63711
3825,43477,0,32627,39595,48073,61667
3826,49750,31288,28750,48625,49125,68922
3827,51861,37143,41912,45104,73864,65972
3830,36947,0,28537,36209,70132,0
3832,36563,0,23750,0,35469,56563
3833,47283,19688,39180,38307,62583,69583
3835,36472,23342,36548,36192,37314,58095
3836,28056,0,27206,30234,30469,0
3837,35670,0,31625,46667,0,0
3838,31875,30175,26979,0,63239,70625
3839,32841,34306,32554,29635,38958,36944
3840,51982,0,30938,41853,67143,73992
3841,51310,12500,42314,45871,75156,68083
3842,47262,28304,29767,41250,53377,72368
3844,56844,0,41563,47375,65592,67969
3845,31799,0,21848,24950,55259,"25,000"
3846,31700,0,28636,22083,39219,0
3847,34904,0,0,0,0,0
3848,46415,26250,43900,38986,57241,60547
3849,30236,0,31607,25163,55714,0
3850,24760,0,0,0,0,41000
3851,36494,31667,30359,50868,42400,40921
3852,49773,0,32120,0,60909,0
3853,28125,0,24348,40714,31146,0
3854,56786,0,0,82083,77978,55938
3855,41893,30208,35469,45093,51406,84375
3856,58083,0,31641,53125,67917,71250
3857,41445,51136,36700,37660,50147,56438
3858,51420,64875,45859,49289,58804,76691
3860,36263,0,33777,36288,41125,35486
3861,60413,0,38423,54362,63294,71625
3862,50608,0,25573,50612,50417,88203
3864,28017,23945,16563,43125,0,0
3865,46384,41658,36513,48125,51477,69449
3867,34883,30296,29018,32911,46843,50565
3868,41070,31757,45154,37647,41875,0
3869,45125,43553,31250,44000,50417,75750
3870,50529,0,45126,39844,71583,75049
3871,0,0,0,0,0,0
3872,33973,0,32679,33600,30809,52024
3873,48409,72000,50718,43182,48734,46477
3874,36676,22733,34297,36944,57000,56638
3875,31125,0,28404,30769,0,51250
3878,34463,20255,25350,37485,50600,47019
3882,29698,25673,31339,23333,37250,75833
3883,20298,0,0,0,0,0
3884,45017,0,28900,41200,46789,56000
3885,63370,0,31827,41417,65938,105705
3886,28346,0,23258,21821,38787,44904
3887,39604,50764,33250,40536,38750,103462
3890,30094,0,0,31563,0,0
3894,36779,7820,33487,30978,49055,48322
3901,37588,18472,27378,45442,35938,49323
3902,36027,0,28808,17051,64205,0
3903,39918,52679,36311,31700,45489,65833
3904,38880,56364,31000,36128,37357,52500
3905,45494,0,60125,0,48095,0
3906,41216,26845,39891,35461,56406,64250
3907,50469,0,21250,38750,70625,52083
3908,39169,23250,30750,32941,50281,54058
3909,50188,0,30357,42265,68654,81473
3910,34167,0,0,24889,0,0
3911,0,0,0,0,0,0
4001,30938,0,33750,28542,36000,0
4002,37020,40313,30789,40195,33659,47727
4003,41938,0,47963,16354,41625,68125
4005,32131,20814,28263,34026,41261,44167
4006,31250,0,0,0,0,0
4008,41957,0,35795,21346,70261,42500
4009,30413,22417,30295,28199,34464,41897
4010,30156,21563,30852,24969,38125,41397
4011,34583,23397,22708,31056,42125,60988
4015,29211,0,25405,27813,38679,29612
4017,25278,0,22375,30893,31250,26563
4019,0,0,0,0,0,0
4020,30737,25125,26989,30455,39615,63750
4021,56543,0,29310,42356,66566,80129
4022,31359,21705,30326,30469,42222,56000
4024,34750,0,36250,30577,39583,66250
4027,31045,16250,35462,27196,46750,45667
4029,38480,0,41250,31759,45536,32188
4030,33882,0,25306,45357,27697,53493
4032,37447,20455,26424,30922,50107,56810
4037,26167,0,23313,23819,36500,54485
4038,41388,0,29292,43218,53179,57330
4039,35622,24931,22906,33058,50445,41366
4040,31432,21953,30303,31364,31833,52143
4041,30548,22500,30846,24236,30750,59444
4042,36590,0,33378,37823,36773,70300
4043,41507,23523,24482,37122,54646,56625
4046,41056,24081,31835,30031,50727,70455
4047,31076,30063,28417,31806,37188,45417
4048,30922,0,29643,30321,37946,0
4049,33802,0,30634,39766,38125,0
4050,33500,0,28750,20000,38750,0
4051,29063,0,26154,25833,36250,0
4055,39247,0,28953,40307,41250,61358
4056,30104,0,30774,23472,0,0
4057,0,0,0,0,0,0
4061,42980,0,35500,38924,60295,56417
4062,39634,26047,30587,38919,48446,59761
4063,39839,0,0,0,41914,41591
4064,33413,0,24911,38019,37589,0
4066,33929,0,26108,0,0,58125
4068,25662,18158,22639,29453,31691,51250
4069,41875,18542,33750,41667,54338,43000
4071,39024,0,29521,39912,53783,53913
4072,36805,22770,30278,33824,50655,47053
4073,30739,22733,28424,31234,38828,45938
4074,46102,45097,30865,44955,47182,68966
4076,36116,27375,36207,31778,40801,66528
4079,36781,28750,31473,37273,35816,56813
4083,32266,21700,29730,34531,35880,41818
4084,39158,0,32282,42023,40465,66490
4085,45377,0,34453,42157,0,0
4086,41197,0,35508,31442,53750,57083
4087,33462,0,34207,0,0,0
4088,32786,24338,30938,34545,52857,36250
4090,33053,30764,19677,32644,51436,50577
4091,31196,23750,28125,29688,40833,75750
4092,36640,22716,28488,36893,45045,50208
4093,38047,26442,33110,42522,45948,41220
4095,31134,25417,30951,31012,37083,0
4096,45761,25114,33770,32604,65938,70385
4097,52314,0,42813,34194,63015,86550
4101,27542,16098,21895,25250,32380,49664
4102,35244,18828,27147,27940,40169,55817
4103,38068,14951,24241,34477,42512,60296
4105,52407,0,32235,31968,56111,81250
4106,38465,15000,30421,34338,49437,60972
4107,55222,0,46992,40717,62514,70846
4108,31548,0,10625,30750,30391,40903
4109,56000,0,0,0,0,0
4110,62117,0,0,61071,59563,88846
4210,35538,18337,31496,34632,45748,51631
4216,18750,0,15625,25417,13125,0
4217,27630,19345,21000,25000,32500,48375
4219,28179,0,26711,24632,46750,52500
4220,32316,0,31288,26979,36397,61382
4221,33438,0,21806,43214,46833,43125
4222,37348,27222,29779,35198,44800,70625
4224,26750,11179,24625,28333,37045,40625
4226,41324,0,48500,0,"25,000",0
4227,0,0,0,0,0,0
4228,0,0,0,0,0,0
4231,25500,0,23750,26071,0,0
4234,0,0,0,0,0,0
4236,36791,20667,35076,31982,43042,51926
4237,0,0,0,0,33750,38750
4238,31011,29583,27188,29375,37778,73750
4239,33848,26495,25434,27489,46641,51111
4240,30889,16167,27753,30303,36674,52481
4250,34183,31111,32576,33616,36715,56607
4252,33125,0,32447,27788,37250,70833
4253,38929,20865,32917,40739,42273,50250
4254,26307,0,27292,21613,40938,0
4255,30625,22625,31875,25417,52969,36250
4256,32917,0,31314,28684,61838,55156
4257,22247,0,19583,33668,26250,0
4258,34830,19583,26786,31919,45909,67750
4259,36675,42500,37719,28409,37292,52458
4260,40415,0,27201,40965,50682,57083
4261,27500,0,23333,21563,30417,59375
4263,31176,11477,22875,36286,31875,56719
4265,30897,40694,23393,30809,39732,65972
4267,0,0,0,0,0,0
4268,23750,11461,18676,24668,36081,40346
4270,30250,24080,29868,30583,40190,0
4271,0,0,0,0,0,0
4274,32065,35028,33691,27226,47500,53661
4275,28333,0,21750,29464,28750,78125
4276,25213,24464,18630,30223,29375,0
4280,37008,31816,32541,38003,50262,36250
4281,26257,0,19897,28875,25847,56067
4282,37406,0,31538,42675,46615,53148
4284,40313,0,25714,33214,54688,60750
4285,31667,0,35833,29000,31094,0
4286,0,0,0,0,0,0
4287,35380,36583,23920,41974,39911,58214
4289,25977,17083,20987,32417,40469,27386
4290,28889,45000,27237,24063,30781,63125
4292,26900,23125,20298,30455,39583,38375
4294,31585,0,23438,38143,39205,72083
4330,32120,21808,24124,31987,43079,57889
4342,35549,27614,32008,32813,54583,50000
4343,0,0,0,0,0,0
4344,27005,36349,0,25563,33500,53913
4345,38221,0,34550,35000,44087,51061
4346,34028,15833,31152,37059,53365,60682
4347,35995,0,10156,23920,41111,56354
4348,30504,20952,29485,29236,43750,41563
4349,38419,31250,33750,38417,39688,52679
4350,38665,23906,41944,32974,60689,82083
4351,43775,0,24459,48785,46006,64722
4352,33636,0,24926,35580,31477,50284
4353,27669,30625,25855,20887,43519,0
4354,32589,25156,30395,31667,43984,43333
4355,37474,65511,29667,31384,40282,52857
4357,33628,31250,25887,35396,37028,48942
4358,32342,31250,30164,32273,40000,44375
4359,40040,0,35750,44479,0,0
4360,31094,0,31364,25000,48125,62500
4363,32043,0,30019,33839,40313,54609
4364,40361,21750,38652,26986,56061,62778
4401,32124,22105,25563,30075,37163,56371
4406,30060,29583,29196,34625,19250,0
4408,27188,0,38125,0,0,0
4410,29239,0,20278,30357,36389,39500
4411,35060,0,29917,33304,51250,36833
4412,33466,18854,26484,30802,40179,64583
4413,28125,0,30521,0,0,0
4414,25417,0,22431,30648,0,42917
4415,26989,0,18182,31985,0,0
4416,28040,0,17759,28811,44208,68824
4417,29722,0,28000,30500,0,0
4418,30714,0,32238,27669,34722,0
4419,30911,0,23833,30347,32368,51875
4421,35833,0,0,15625,47500,56161
4422,30714,0,31184,27306,43333,43125
4424,16905,29583,16528,15694,27969,0
4426,30217,11711,24306,29492,41176,41563
4427,31752,23333,30664,31250,47574,46786
4428,32875,20729,26685,32556,45852,67625
4429,31713,0,26250,31860,40144,77411
4430,30486,0,20972,31111,81667,62083
4431,0,0,0,0,0,0
4434,25980,14038,21852,27917,37031,56250
4435,36447,23333,26908,36447,45000,57857
4438,26159,0,25000,25938,28333,35694
4441,26207,0,17679,29524,37647,75139
4442,0,0,0,0,0,0
4443,26492,0,26122,25515,43125,49375
4444,42189,26231,30664,39495,51563,66648
4448,22000,17500,19726,35074,0,52188
4449,30154,0,25379,32361,40536,36719
4450,35694,24583,27500,34750,56000,0
4451,18875,0,19500,0,0,0
4453,26940,0,27500,25000,0,26000
4454,0,0,0,0,0,0
4455,31823,49063,40238,25962,36875,48125
4456,32240,"25,000",31685,29673,38281,52188
4457,30708,0,21088,36932,41178,55638
4459,26734,25156,29464,22443,24583,78393
4460,33274,0,37813,25774,42500,0
4461,31772,0,29846,31523,32279,63313
4462,25814,0,23570,30814,25333,42667
4463,27788,21563,26625,26773,42708,41818
4464,21741,0,20682,24063,20417,42000
4468,30715,20777,24038,28649,34191,49515
4469,10433,0,0,10288,43409,0
4471,28750,0,23333,31250,43750,42813
4472,32106,20667,27411,31552,40469,54000
4473,38375,0,25338,27308,23245,74483
4474,42335,32125,35078,43580,50341,51287
4475,26923,0,26875,26607,38125,0
